Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - Company x Year - Name,Forms - Company x Year,1,Name,to_be_decided,fldY3TDG82wPVh8GH,,,Concatenated field composed of two other fields combining their values into a single text string.,To generate a combined single line text value by concatenating the contents of two referenced fields.,Used for simplifying data views and creating unified identifiers or names by merging multiple fields into one text output within employee benefits records.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recK6ErN9tFboeh2N,,,,,,,,,,Concatenated field composed of two other fields combining their values into a single text string.,,,,,,,
Forms - Company x Year - EE Pulse Surveys,Forms - Company x Year,2,EE Pulse Surveys,To be decided,fldwqL1kFlDEtjpDX,,"{""linkedTableId"":""tbl28XVUekjvl2Ujn"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldA559UOzvPE7wce""}","A linked field representing multiple records of employee engagement (EE) pulse surveys, which provide ongoing feedback and insights from employees regarding workplace satisfaction and engagement.",To store and link multiple records of EE pulse surveys conducted to monitor and improve employee engagement within the organization.,"Used in employee benefits and HR analytics to gauge employee sentiment, track engagement trends, and identify areas for improvement in company culture and benefits offerings.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: tbl28XVUekjvl2Ujn),,,reccRC0rOJN4kxwlL,,,,,,,,,,"A linked field representing multiple records of employee engagement (EE) pulse surveys, which provide ongoing feedback and insights from employees regarding workplace satisfaction and engagement.",,,,,,,
Forms - Company x Year - Intake - Group Data,Forms - Company x Year,3,Intake - Group Data,To be decided,fldStP2gaVEfwjUR2,,"{""linkedTableId"":""tbliXJ7599ngxEriO"",""isReversed"":false,""prefersSingleRecordLink"":true,""inverseLinkFieldId"":""fld88SBbpglAAyx9J""}",A field that creates a link to related group data entries collected during the intake process for employee benefits.,To associate or reference the related group-level data during the intake process for managing employee benefits.,Links intake records to group-specific data to support administration and processing of benefit groups in an employee benefits platform.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: tbliXJ7599ngxEriO),,,recBL2C0gBMIIKpFB,,,,,,,,,,A field that creates a link to related group data entries collected during the intake process for employee benefits.,,,,,,,
Forms - Company x Year - Company,Forms - Company x Year,4,Company,company,fldeH3WlRJq13mnW0,,,"The name of the company associated with the employee benefits record, typically the employer or organization providing the benefits.",To identify and store the company or employer name linked to an employee's benefits data for reference and processing.,"Used in employee benefits management to associate benefits data, enrollment, and claims to the correct company or employer entity within the system.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recky66Z0bVXVUJkG,,,,,,,,,,"The name of the company associated with the employee benefits record, typically the employer or organization providing the benefits.",,,,,,,
Forms - Company x Year - Year,Forms - Company x Year,5,Year,year,fldh9tBOz4RZQWMfk,,"[{""label"":""2024"",""value"":""2024""},{""label"":""2023"",""value"":""2023""}]",The calendar year to which the data or record pertains. Typically used to categorize records within a given annual period.,To specify and track the year associated with employee benefits or related records for reporting and organizational purposes.,"Used by employee benefits administrators and systems to organize and filter data, claims, and plan details by the calendar year, facilitating chronological tracking and compliance reporting.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,"2024, 2023",,,recYeJrFxJ9O7N20K,,,,,,,,,,The calendar year to which the data or record pertains. Typically used to categorize records within a given annual period.,,,,,,,
Forms - Company x Year - Form URL,Forms - Company x Year,6,Form URL,form_url,fldybpr9jurJ79yNP,,,The URL link to the form used in the intake process for employee benefits enrollment or related processing.,To provide direct access to the electronic form for employees and administrators during the benefits intake process.,Used by benefits administrators and HR staff to distribute and access required forms electronically in the employee benefits enrollment workflow.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recG6ftswx5OYotSr,,,,,,,,,,The URL link to the form used in the intake process for employee benefits enrollment or related processing.,,,,,,,
Forms - Company x Year - Tiny Url,Forms - Company x Year,7,Tiny Url,tiny_url_review: true,fld0bmUyiJjyPOKb0,,,"A shortened URL that redirects to a longer web address, used for easy sharing and tracking in employee benefits communications.",To provide a compact and easy-to-share URL for accessing specific employee benefits resources or information.,"Used within employee benefits management systems to manage and share shortened links that facilitate quick access to relevant online resources, documents, or forms.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,N/A,,,recE1JnApNj5DAGmr,,,,,,,,,,"A shortened URL that redirects to a longer web address, used for easy sharing and tracking in employee benefits communications.",,,,,,,
Forms - Company x Year - With Parameters,Forms - Company x Year,8,With Parameters,with_parameters,flduSuoTlIIJuDe5H,,,"A URL field that may include parameters, used to store links relevant to employee benefits data or resources.",To provide a location for URLs that include parameters as part of employee benefits processes or resource access.,Used within the benefits platform to manage URLs containing parameters that direct to specific resources or actions related to employee benefits.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recdxCiCDwfQnd9Vh,,,,,,,,,,"A URL field that may include parameters, used to store links relevant to employee benefits data or resources.",,,,,,,
Forms - Company x Year - Eligible,Forms - Company x Year,9,Eligible,eligible,fldrAxPSImYZ9T3ac,,,"Indicates if an employee is eligible for a specific benefit or program, represented as a numeric value.",To track eligibility status of employees for benefits administration and reporting.,Essential for benefits management to determine which employees qualify for certain plans or perks.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recrsg6F8nmVvsJ5w,,,,,,,,,,"Indicates if an employee is eligible for a specific benefit or program, represented as a numeric value.",,,,,,,
Forms - Company x Year - Responses,Forms - Company x Year,10,Responses,To be decided,fldIsMcwjwztQ5suL,,"{""isValid"":true,""recordLinkFieldId"":""fldwqL1kFlDEtjpDX"",""fieldIdInLinkedTable"":""fldA559UOzvPE7wce"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":0}}}",The total number of responses aggregated from linked records.,To provide a numeric count of related responses for the employee benefits record.,Used in employee benefits management to track engagement or feedback quantity related to a specific record.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: To be decided),,,recb7acsG153cmk4y,,,,,,,,,,The total number of responses aggregated from linked records.,,,,,,,
Forms - Company x Year - Overall,Forms - Company x Year,12,Overall,To be decided,fldyo2F4HpJaNgLx4,,"{""isValid"":true,""recordLinkFieldId"":""fldwqL1kFlDEtjpDX"",""fieldIdInLinkedTable"":""fldpEpGc1yZpAarm2"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":1}}}",A rollup field that aggregates numeric values with one decimal precision to provide an overall score or summary metric.,To calculate and display an aggregated numeric measure derived from linked records.,"Used within employee benefits data to summarize or score overall metrics related to benefits, performance, or assessment.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: To be decided),,,recqo1VeAsDGLHyhi,,,,,,,,,,A rollup field that aggregates numeric values with one decimal precision to provide an overall score or summary metric.,,,,,,,
Forms - Company x Year - Survey Participation,Forms - Company x Year,11,Survey Participation,survey_participation,fldDsFjGt7IB8iPSe,,,Calculates the percentage of eligible participants who have responded to the survey.,To measure the engagement level of eligible participants by calculating the survey response rate as a percentage.,"Used in employee benefits programs to evaluate participation and engagement in feedback or satisfaction surveys, helping to guide program improvements and communications.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,receP5cfWZsRIDYEF,,,,,,,,,,Calculates the percentage of eligible participants who have responded to the survey.,,,,,,,
Forms - Company x Year - Medical Options,Forms - Company x Year,13,Medical Options,To be decided,fldo2kyoBMgODAnUO,,"{""isValid"":true,""recordLinkFieldId"":""fldwqL1kFlDEtjpDX"",""fieldIdInLinkedTable"":""fldzIo3mxUwQdDqa7"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":1}}}",A rollup field aggregating numerical medical option values with one decimal precision from linked records.,To summarize and present medical option data derived from associated linked records in a numeric format.,Used by the employee benefits system to track and analyze aggregated medical plan options related to employees or policies.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: fldwqL1kFlDEtjpDX),,,recUTAGSrccmkhOa0,,,,,,,,,,A rollup field aggregating numerical medical option values with one decimal precision from linked records.,,,,,,,
Forms - Company x Year - Employee Cost,Forms - Company x Year,15,Employee Cost,To be decided,fldWmWldUxrX9tQlD,,,"The total cost attributed to an employee, typically representing monetary amounts related to benefits or compensation.",To capture and quantify the financial cost associated with each employee for analysis and reporting purposes.,"Used within the employee benefits domain to track, manage, and analyze the costs incurred by the company for employee benefits or compensation packages.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,recoETb7kkC1mHe8V,,,,,,,,,,"The total cost attributed to an employee, typically representing monetary amounts related to benefits or compensation.",,,,,,,
Forms - Company x Year - Medical Network,Forms - Company x Year,14,Medical Network,To be decided,fld1rLp8eUZMO7KWZ,,,"A numeric rollup field representing aggregated data related to the medical network coverage or participation within the benefits system, with precision to one decimal place.",To aggregate and summarize medical network data across linked records for analysis or reporting.,Used within employee benefits management to assess and analyze medical network participation levels or related metrics for decision-making and plan optimization.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,,,,rec8G2jPUr4fjw46T,,,,,,,,,,"A numeric rollup field representing aggregated data related to the medical network coverage or participation within the benefits system, with precision to one decimal place.",,,,,,,
Forms - Company x Year - Non-Medical,Forms - Company x Year,16,Non-Medical,To be decided,fldcdoC69RfmTKYUE,,"{""isValid"":true,""recordLinkFieldId"":""fldwqL1kFlDEtjpDX"",""fieldIdInLinkedTable"":""fldaPgNFgxiZtkXT5"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":1}}}",Total count or value representing non-medical benefits or services associated with an employee or plan.,"To quantify and track non-medical benefits data, such as counseling, wellness programs, or other employee support services outside of direct medical coverage.","Used by the employee benefits company to report and manage various types of benefits beyond health insurance, supporting comprehensive employee well-being offerings.",,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: fldwqL1kFlDEtjpDX),,,recfNR4aJqp1XNxDx,,,,,,,,,,Total count or value representing non-medical benefits or services associated with an employee or plan.,,,,,,,
Forms - Company x Year - Retirement,Forms - Company x Year,17,Retirement,to_be_decided,fldSOCNkmucpSj2Tm,,"{""isValid"":true,""recordLinkFieldId"":""fldwqL1kFlDEtjpDX"",""fieldIdInLinkedTable"":""fldAW8b0REZgr5KEC"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":0}}}",Number representing aggregated retirement-related data derived via rollup from linked records.,To summarize retirement metrics or values related to employee benefits.,Used in employee benefits systems to consolidate retirement information from related records for reporting or analysis.,,,,,,,,,,10/13/2025 12:36pm,,,,tblbtLkv8l4uAm5h6,appdqgKk1fmhfaJoT,Company x Year,Forms,Link to record (table ID: fldAW8b0REZgr5KEC),,,recOcqKPXTkcuEkHu,,,,,,,,,,Number representing aggregated retirement-related data derived via rollup from linked records.,,,,,,,
Forms - EE Pulse Surveys - Name,Forms - EE Pulse Surveys,1,Name,To be decided,fldnATvKESMXcXOXe,,,A concatenated field combining three other fields to form a unique identifier or composite name.,To generate a unique composite name or identifier by concatenating three related fields for streamlined reference and identification.,"Used in employee benefits data management to combine multiple attribute values into a single composite identifier for records, facilitating easier lookup and integration.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,reciJFwceuQnVxKjO,,,,,,,,,,A concatenated field combining three other fields to form a unique identifier or composite name.,,,,,,,
Forms - EE Pulse Surveys - Link to Company x Year,Forms - EE Pulse Surveys,2,Link to Company x Year,To be decided,fldA559UOzvPE7wce,,"{""linkedTableId"":""tblbtLkv8l4uAm5h6"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldwqL1kFlDEtjpDX""}","A linked record field linking to the Company x Year table, representing a relationship for employee benefits data that connects company information with specific years.","To establish a multiple record link association between this record and related records in the Company x Year table, facilitating relational data access and management.","Used in employee benefits management to connect company-level data across different years for tracking, reporting, and analysis of benefits trends over time.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,Link to record (table ID: tblbtLkv8l4uAm5h6),,,recvCPWbL1A6I3uCo,,,,,,,,,,"A linked record field linking to the Company x Year table, representing a relationship for employee benefits data that connects company information with specific years.",,,,,,,
Forms - EE Pulse Surveys - Company,Forms - EE Pulse Surveys,3,Company,company,fld3dK2QtvsTVsP3w,,,The name of the company or employer associated with the employee benefits record or transaction.,"To identify the company entity for benefits administration, reporting, and data organization purposes.","Capturing the company name is essential for managing benefits plans, eligibility, and communications specific to each employer within the benefits platform.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,rec6pqsEIquADML2Z,,,,,,,,,,The name of the company or employer associated with the employee benefits record or transaction.,,,,,,,
Forms - EE Pulse Surveys - Entry,Forms - EE Pulse Surveys,5,Entry,entry,fldgvjhaZfD803Qcb,,,A numeric value representing an entry or record identifier in an employee benefits system; exact usage is to be defined.,"To store integer values for entries which may represent counts, identifiers, or sequence numbers specific to employee benefits processes.","Used within employee benefits workflows to record and track specific entries or counts related to employee data, claims, or benefits.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,recE4EvikyfICoLnr,,,,,,,,,,A numeric value representing an entry or record identifier in an employee benefits system; exact usage is to be defined.,,,,,,,
Forms - EE Pulse Surveys - Benefit Year,Forms - EE Pulse Surveys,4,Benefit Year,benefit_year,fldvnyZrZdXJbklUq,,"[{""label"":""2023"",""value"":""2023""},{""label"":""2024"",""value"":""2024""}]","The calendar year for which the employee benefits apply, typically used for enrollment and eligibility tracking.",To specify the benefit year period associated with employee benefits elections and records.,Used in employee benefits systems to separate and organize data by plan year for accurate administration and reporting of benefits.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"2023, 2024",,,rec74Pug6JHNIVOoV,,,,,,,,,,"The calendar year for which the employee benefits apply, typically used for enrollment and eligibility tracking.",,,,,,,
Forms - EE Pulse Surveys - Medical Tier,Forms - EE Pulse Surveys,6,Medical Tier,medical_tier,fldAs0cGIYlTpEBAC,,"[{""label"":""Employee Only"",""value"":""employee_only""},{""label"":""Employee + Spouse"",""value"":""employee_spouse""},{""label"":""Employee + Child(ren)"",""value"":""employee_children""},{""label"":""Family"",""value"":""family""},{""label"":""Waived"",""value"":""waived""},{""label"":""Not Eligible"",""value"":""not_eligible""}]",Defines the coverage level of the medical insurance plan selected by the employee.,To identify the specific medical coverage tier applicable to the employee for benefits eligibility and premium calculations.,Used by HR and benefits administration to manage and process employee medical insurance coverage selections accurately.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"Employee Only, Employee + Spouse, Employee + Child(ren), Family, Waived, Not Eligible",,,rece3sDm6UNUZy9c9,,,,,,,,,,Defines the coverage level of the medical insurance plan selected by the employee.,,,,,,,
Forms - EE Pulse Surveys - Overall,Forms - EE Pulse Surveys,7,Overall,overall,fldpEpGc1yZpAarm2,,"{""icon"":""star"",""max"":5,""color"":""yellowBright""}","A rating field used to capture an overall score or evaluation, represented visually with star icons up to a maximum of 5 stars.","To allow users to provide an overall rating or score, useful for summarizing satisfaction or quality measures in the employee benefits context.","This field is utilized to capture overall evaluations or ratings of benefits services, programs, or employee feedback, aiding in performance measurement and quality assurance.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,Star rating from 1 to 5,,,recDKkW0Y7DX6t7po,,,,,,,,,,"A rating field used to capture an overall score or evaluation, represented visually with star icons up to a maximum of 5 stars.",,,,,,,
Forms - EE Pulse Surveys - Medical Network,Forms - EE Pulse Surveys,9,Medical Network,medical_network,fldkraM0R1KDC3iYt,,"[{""label"": ""1"", ""value"": ""1""}, {""label"": ""2"", ""value"": ""2""}, {""label"": ""3"", ""value"": ""3""}, {""label"": ""4"", ""value"": ""4""}, {""label"": ""5"", ""value"": ""5""}]","Rating of the medical network as perceived or evaluated, standardized on a scale from 1 to 5 stars.",To capture an employee's or user's rating of the medical network quality or satisfaction.,Used within employee benefits management to assess and track the perceived quality or satisfaction level of medical networks offered in benefits plans.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"1, 2, 3, 4, 5",,,reciVd0FSK10L4pRn,,,,,,,,,,"Rating of the medical network as perceived or evaluated, standardized on a scale from 1 to 5 stars.",,,,,,,
Forms - EE Pulse Surveys - Medical Options,Forms - EE Pulse Surveys,8,Medical Options,medical_options,fldzIo3mxUwQdDqa7,,"[{""label"": ""1 star"", ""value"": 1}, {""label"": ""2 stars"", ""value"": 2}, {""label"": ""3 stars"", ""value"": 3}, {""label"": ""4 stars"", ""value"": 4}, {""label"": ""5 stars"", ""value"": 5}]","A rating field to capture employee or plan participant evaluations of available medical benefit options, on a scale from 1 to 5 stars.",To assess and record preferences or satisfaction levels regarding different medical benefit options offered to employees.,Used by benefits administrators and employees to rate and compare medical insurance plans or other medical benefits provided within the employee benefits platform.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"1, 2, 3, 4, 5 stars",,,recxTy5igXUeteHHd,,,,,,,,,,"A rating field to capture employee or plan participant evaluations of available medical benefit options, on a scale from 1 to 5 stars.",,,,,,,
Forms - EE Pulse Surveys - Medical Cost,Forms - EE Pulse Surveys,10,Medical Cost,medical_cost,fldqYzqrr6gfD8rZt,,"{""icon"":""star"",""max"":5,""color"":""yellowBright""}","A rating field representing the evaluation or score of medical cost, typically on a scale up to 5 stars.",To capture employee or plan member feedback or assessment regarding medical costs in a rating format.,Useful for understanding customer perception or satisfaction related to medical expenses within employee benefits plans.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"star, 5 max, yellowBright",,,recBOdfFzFcNWhjpK,,,,,,,,,,"A rating field representing the evaluation or score of medical cost, typically on a scale up to 5 stars.",,,,,,,
Forms - EE Pulse Surveys - Non-Medical,Forms - EE Pulse Surveys,11,Non-Medical,non_medical,fldaPgNFgxiZtkXT5,,"[{""label"": ""1 star"", ""value"": ""1""}, {""label"": ""2 stars"", ""value"": ""2""}, {""label"": ""3 stars"", ""value"": ""3""}, {""label"": ""4 stars"", ""value"": ""4""}, {""label"": ""5 stars"", ""value"": ""5""}]",Rating to evaluate aspects categorized as Non-Medical in employee benefits context.,To capture a rating score representing non-medical benefits or related evaluations.,Used in employee benefits assessments to quantify satisfaction or quality of non-medical offerings.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"1, 2, 3, 4, 5 stars",,,recz9u4BTPJSVPLNg,,,,,,,,,,Rating to evaluate aspects categorized as Non-Medical in employee benefits context.,,,,,,,
Forms - EE Pulse Surveys - Comments,Forms - EE Pulse Surveys,12,Comments,comments,fldTOnasZy3qD9mZg,,,Field for entering additional remarks or notes relevant to employee benefits records.,To capture supplementary information or context that is not covered by other structured fields.,Used in employee benefits management to store free-text comments or observations that may assist in record evaluation or decision making.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,recTRkGAE1oLTnUpM,,,,,,,,,,Field for entering additional remarks or notes relevant to employee benefits records.,,,,,,,
Forms - EE Pulse Surveys - Retirement,Forms - EE Pulse Surveys,13,Retirement,retirement,fldAW8b0REZgr5KEC,,"[{""label"": ""1"", ""value"": 1}, {""label"": ""2"", ""value"": 2}, {""label"": ""3"", ""value"": 3}, {""label"": ""4"", ""value"": 4}, {""label"": ""5"", ""value"": 5}]","A rating field capturing the employee's retirement benefits rating, on a scale up to 5 stars.",To assess and quantify the quality or satisfaction level of retirement benefits provided to employees.,Used by the benefits team to monitor and improve retirement-related offerings and employee satisfaction in the benefits program.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,"1, 2, 3, 4, 5",,,recwHtql7Ul1gRkJK,,,,,,,,,,"A rating field capturing the employee's retirement benefits rating, on a scale up to 5 stars.",,,,,,,
Forms - EE Pulse Surveys - Export Comment,Forms - EE Pulse Surveys,14,Export Comment,export_comment,fldQbgRkgq8u0jFf5,,"[{""label"": ""Checked"", ""value"": ""checked""}]",A checkbox indicating whether a comment should be included during export processes.,To flag records that require special comments or notes to be exported alongside the data.,Used by the employee benefits company to manage data export processes and ensure relevant comments are captured for compliance or communication purposes.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,Checked,,,rec93fwJMBhwndTFh,,,,,,,,,,A checkbox indicating whether a comment should be included during export processes.,,,,,,,
Forms - EE Pulse Surveys - Submitted,Forms - EE Pulse Surveys,15,Submitted,submitted,fldi8AMQkPkqGqDqn,,,"The date and time when the record was submitted, recorded in the client's local time zone using 12-hour format.",To track the submission date and time of the record for audit and workflow purposes.,Used in the employee benefits system to monitor when entries such as claims or applications were formally submitted.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,reccZb2t2iIKeBY7N,,,,,,,,,,"The date and time when the record was submitted, recorded in the client's local time zone using 12-hour format.",,,,,,,
Forms - EE Pulse Surveys - Employee Name,Forms - EE Pulse Surveys,16,Employee Name,employee_name,fldXf2miGmjlf9GI5,,,The full name of the employee represented as a single line of text.,To identify the employee by name for benefits administration and record keeping.,Used across employee benefits systems and administrative processes to uniquely reference individual employees.,,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,recUX0qBd3uilIFiK,,,,,,,,,,The full name of the employee represented as a single line of text.,,,,,,,
Forms - EE Pulse Surveys - Medical Plan,Forms - EE Pulse Surveys,17,Medical Plan,medical_plan,fld8qfYAZjMcI3lGt,,[],A selectable field representing the medical insurance plan options available to employees.,To capture and store the specific medical insurance plan chosen by an employee within the benefits system.,"Used by the employee benefits company to manage, track, and administer medical insurance plans offered to employees, facilitating enrollment and benefits management.",,,,,,,,,,10/13/2025 12:40pm,,,,tbl28XVUekjvl2Ujn,appdqgKk1fmhfaJoT,EE Pulse Surveys,Forms,,,,recqwkfrhxZNdvi05,,,,,,,,,,A selectable field representing the medical insurance plan options available to employees.,,,,,,,
Forms - ROI Analysis - Name,Forms - ROI Analysis,1,Name,name,fldqmWm5X7mBSORP2,,,A single line text field capturing the full name or identifier of an employee or entity within the benefits system.,To store and display the name associated with an employee or related entity for identification purposes within the employee benefits processing.,"Used across employee benefits records to provide a clear, human-readable identifier, enabling accurate record linkage and communication.",,Default Value:  > Forms - ROI Analysis - Name - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recR3JCDh9lqhZ4iR,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Link to Benefits,Forms - ROI Analysis,2,Link to Benefits,To be decided,fldc3IxapG0INa1w0,,,A single select field designed to create a link to a benefits record or entity within the employee benefits system.,To enable selection of a specific benefit option linking this field to detailed benefits information.,"Used within employee benefits management systems to associate records with specific benefits offerings or options for tracking, reporting, or administrative purposes.",,Default Value:  > Forms - ROI Analysis - Link to Benefits - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recWuITbvvvP9eWzw,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Total Eligible,Forms - ROI Analysis,3,Total Eligible,total_eligible,fldGDiAy3PFPJiavK,,,The total number of employees or participants who are eligible for a specific benefit or set of benefits within the employee benefits program.,To quantify the count of eligible individuals for benefits eligibility tracking and reporting purposes.,This field is vital for understanding the scope of benefits coverage and for operational planning and compliance within employee benefits administration.,,Default Value:  > Forms - ROI Analysis - Total Eligible - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recimr4uxvhMc7SRA,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Avg Age,Forms - ROI Analysis,5,Avg Age,avg_age,fldChdzt2suUIdmzA,,,"Represents the average age value of a specified group or population within the employee benefits context, calculated as a numerical value with one decimal place.",To provide a metric summarizing the average age of employees or beneficiaries for demographic analysis and reporting purposes.,"Used by employee benefits administrators and analysts to understand age distribution trends, assess eligibility, and tailor benefits programs accordingly.",,Default Value:  > Forms - ROI Analysis - Avg Age - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,rec3PkyXbaRhAQ3pq,,,,,,,,,,,,,,,,,
